"module name","license","repository"
"@next-auth/prisma-adapter@1.0.7","ISC","https://github.com/nextauthjs/next-auth"
"@next/env@15.4.3","MIT","https://github.com/vercel/next.js"
"@next/eslint-plugin-next@15.4.3","MIT","https://github.com/vercel/next.js"
"@next/mdx@15.5.3","MIT","https://github.com/vercel/next.js"
"@next/swc-win32-x64-msvc@15.4.3","MIT","https://github.com/vercel/next.js"
"@noble/hashes@1.8.0","MIT","https://github.com/paulmillr/noble-hashes"
"@nodelib/fs.scandir@2.1.5","MIT","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.scandir"
"@nodelib/fs.stat@2.0.5","MIT","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.stat"
"@nodelib/fs.walk@1.2.8","MIT","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.walk"
"@nolyfill/is-core-module@1.0.39","MIT","https://github.com/SukkaW/nolyfill"
"@nuxt/opencollective@0.4.1","MIT","https://github.com/nuxt-contrib/opencollective"
"@nuxtjs/opencollective@0.3.2","MIT","https://github.com/nuxt-contrib/opencollective"
"@openapitools/openapi-generator-cli@2.21.0","Apache-2.0","https://github.com/OpenAPITools/openapi-generator-cli"
"@opentelemetry/api-logs@0.56.0","Apache-2.0","https://github.com/open-telemetry/opentelemetry-js"
"@opentelemetry/api@1.9.0","Apache-2.0","https://github.com/open-telemetry/opentelemetry-js"
"@opentelemetry/core@1.29.0","Apache-2.0","https://github.com/open-telemetry/opentelemetry-js"
"@opentelemetry/instrumentation@0.56.0","Apache-2.0","https://github.com/open-telemetry/opentelemetry-js"
"@opentelemetry/resources@1.29.0","Apache-2.0","https://github.com/open-telemetry/opentelemetry-js"
"@opentelemetry/sdk-logs@0.56.0","Apache-2.0","https://github.com/open-telemetry/opentelemetry-js"
"@opentelemetry/semantic-conventions@1.28.0","Apache-2.0","https://github.com/open-telemetry/opentelemetry-js"
"@panva/hkdf@1.2.1","MIT","https://github.com/panva/hkdf"
"@paralleldrive/cuid2@2.2.2","MIT","https://github.com/ericelliott/cuid2"
"@parcel/watcher-win32-x64@2.5.1","MIT","https://github.com/parcel-bundler/watcher"
"@parcel/watcher@2.5.1","MIT","https://github.com/parcel-bundler/watcher"
"@popperjs/core@2.11.8","MIT","https://github.com/popperjs/popper-core"
"@prisma/client@6.2.1","Apache-2.0","https://github.com/prisma/prisma"
"@prisma/config@6.10.1","Apache-2.0","https://github.com/prisma/prisma"
"@prisma/debug@6.2.1","Apache-2.0","https://github.com/prisma/prisma"
"@prisma/dmmf@6.10.1","Apache-2.0","https://github.com/prisma/prisma"
"@prisma/driver-adapter-utils@6.10.1","Apache-2.0","https://github.com/prisma/prisma"
"@prisma/engines-version@6.2.0-14.4123509d24aa4dede1e864b46351bf2790323b69","Apache-2.0","https://github.com/prisma/engines-wrapper"
"@prisma/engines@6.2.1","Apache-2.0","https://github.com/prisma/prisma"
"@prisma/fetch-engine@6.2.1","Apache-2.0","https://github.com/prisma/prisma"
"@prisma/generator-helper@6.10.1","Apache-2.0","https://github.com/prisma/prisma"
"@prisma/generator@6.10.1","Apache-2.0","https://github.com/prisma/prisma"
"@prisma/get-platform@6.2.1","Apache-2.0","https://github.com/prisma/prisma"
"@prisma/internals@6.10.1","Apache-2.0","https://github.com/prisma/prisma"
"@prisma/prisma-schema-wasm@6.10.1-1.9b628578b3b7cae625e8c927178f15a170e74a9c","Apache-2.0","https://github.com/prisma/prisma-engines"
"@prisma/schema-engine-wasm@6.10.1-1.9b628578b3b7cae625e8c927178f15a170e74a9c","Apache-2.0","https://github.com/prisma/prisma-engines"
"@prisma/schema-files-loader@6.10.1","Apache-2.0","https://github.com/prisma/prisma"
"@protobufjs/aspromise@1.1.2","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/base64@1.1.2","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/codegen@2.0.4","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/eventemitter@1.1.0","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/fetch@1.1.0","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/float@1.0.2","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/inquire@1.1.0","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/path@1.1.2","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/pool@1.1.0","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/utf8@1.1.0","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@rtsao/scc@1.1.0","MIT","https://github.com/rtsao/scc"
"@rushstack/eslint-patch@1.10.4","MIT","https://github.com/microsoft/rushstack"
"@schummar/icu-type-parser@1.21.5","MIT","https://github.com/schummar/schummar-translate"
"@swc/helpers@0.5.15","Apache-2.0","https://github.com/swc-project/swc"
"@tanstack/query-core@5.59.20","MIT","https://github.com/TanStack/query"
"@tanstack/react-query@5.59.20","MIT","https://github.com/TanStack/query"
"@tokenizer/inflate@0.2.7","MIT","https://github.com/Borewit/tokenizer-inflate"
"@tokenizer/token@0.3.0","MIT","https://github.com/Borewit/tokenizer-token"
"@tootallnate/quickjs-emscripten@0.23.0","MIT","https://github.com/justjake/quickjs-emscripten"
"@trpc/client@11.4.3","MIT","https://github.com/trpc/trpc"
"@trpc/next@11.4.3","MIT","https://github.com/trpc/trpc"
"@trpc/react-query@11.4.3","MIT","https://github.com/trpc/trpc"
"@trpc/server@11.4.3","MIT","https://github.com/trpc/trpc"
"@ts-morph/common@0.17.0","MIT","https://github.com/dsherret/ts-morph"
"@tweenjs/tween.js@25.0.0","MIT","https://github.com/tweenjs/tween.js"
"@types/autosuggest-highlight@3.2.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/conventional-commits-parser@5.0.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/cookie@0.6.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/date-arithmetic@4.1.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/json5@0.0.29","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/mdx@2.0.13","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/mssql@9.1.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/node@20.17.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/parse-json@4.0.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/proj4@2.5.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/prop-types@15.7.14","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/react-big-calendar@1.16.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/react-dom@19.1.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/react-transition-group@4.4.12","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/react@19.1.8","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/readable-stream@4.0.21","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/shimmer@1.2.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/trusted-types@2.0.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@typescript-eslint/eslint-plugin@8.14.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/parser@8.14.0","BSD-2-Clause","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/scope-manager@8.14.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/type-utils@8.14.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/types@8.14.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/typescript-estree@8.14.0","BSD-2-Clause","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/utils@8.14.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/visitor-keys@8.14.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typespec/ts-http-runtime@0.3.0","MIT","https://github.com/Azure/azure-sdk-for-js"
"@ungap/structured-clone@1.2.0","ISC","https://github.com/ungap/structured-clone"
"@vercel/otel@1.10.0","MIT",""
"@zenstackhq/language@2.16.0","MIT",""
"@zenstackhq/runtime@2.14.2","MIT","https://github.com/zenstackhq/zenstack"
"@zenstackhq/sdk@2.16.0","MIT",""
"@zenstackhq/trpc@2.16.0","MIT","https://github.com/zenstackhq/zenstack"
"@zip.js/zip.js@2.7.61","BSD-3-Clause","https://github.com/gildas-lormeau/zip.js"
"JSONStream@1.3.5","(MIT OR Apache-2.0)","https://github.com/dominictarr/JSONStream"
"abort-controller@3.0.0","MIT","https://github.com/mysticatea/abort-controller"
"acorn-import-attributes@1.9.5","MIT","https://github.com/xtuc/acorn-import-attributes"
"acorn-jsx@5.3.2","MIT","https://github.com/acornjs/acorn-jsx"
"acorn@8.14.0","MIT","https://github.com/acornjs/acorn"
"agent-base@7.1.4","MIT","https://github.com/TooTallNate/proxy-agents"
"ajv@6.12.6","MIT","https://github.com/ajv-validator/ajv"
"ansi-escapes@4.3.2","MIT","https://github.com/sindresorhus/ansi-escapes"
"ansi-regex@5.0.1","MIT","https://github.com/chalk/ansi-regex"
"ansi-styles@3.2.1","MIT","https://github.com/chalk/ansi-styles"
"archiver-utils@2.1.0","MIT","https://github.com/archiverjs/archiver-utils"
"archiver@5.3.2","MIT","https://github.com/archiverjs/node-archiver"
"arg@5.0.2","MIT","https://github.com/vercel/arg"
"argparse@2.0.1","Python-2.0","https://github.com/nodeca/argparse"
"aria-query@5.3.2","Apache-2.0","https://github.com/A11yance/aria-query"
"array-buffer-byte-length@1.0.2","MIT","https://github.com/inspect-js/array-buffer-byte-length"
"array-ify@1.0.0","MIT","https://github.com/stevemao/array-ify"
"array-includes@3.1.8","MIT","https://github.com/es-shims/array-includes"
"array.prototype.findlast@1.2.5","MIT","https://github.com/es-shims/Array.prototype.findLast"
"array.prototype.findlastindex@1.2.5","MIT","https://github.com/es-shims/Array.prototype.findLastIndex"
"array.prototype.flat@1.3.2","MIT","https://github.com/es-shims/Array.prototype.flat"
"array.prototype.flatmap@1.3.2","MIT","https://github.com/es-shims/Array.prototype.flatMap"
"array.prototype.tosorted@1.1.4","MIT","https://github.com/es-shims/Array.prototype.toSorted"
"arraybuffer.prototype.slice@1.0.4","MIT","https://github.com/es-shims/ArrayBuffer.prototype.slice"
"ast-types-flow@0.0.8","MIT","https://github.com/kyldvs/ast-types-flow"
"ast-types@0.13.4","MIT","https://github.com/benjamn/ast-types"
"async-exit-hook@2.0.1","MIT","https://github.com/tapppi/async-exit-hook"
"async@3.2.6","MIT","https://github.com/caolan/async"
"asynckit@0.4.0","MIT","https://github.com/alexindigo/asynckit"
"at-least-node@1.0.0","ISC","https://github.com/RyanZim/at-least-node"
"attr-accept@2.2.5","MIT","https://github.com/react-dropzone/attr-accept"
"autolinker@4.1.5","MIT","https://github.com/gregjacobs/Autolinker.js"
"autosuggest-highlight@3.3.4","MIT","https://github.com/moroshko/autosuggest-highlight"
"available-typed-arrays@1.0.7","MIT","https://github.com/inspect-js/available-typed-arrays"
"axe-core@4.10.2","MPL-2.0","https://github.com/dequelabs/axe-core"
"axios@1.10.0","MIT","https://github.com/axios/axios"
"axobject-query@4.1.0","Apache-2.0","https://github.com/A11yance/axobject-query"
"babel-plugin-macros@3.1.0","MIT","https://github.com/kentcdodds/babel-plugin-macros"
"balanced-match@1.0.2","MIT","https://github.com/juliangruber/balanced-match"
"base64-js@1.5.1","MIT","https://github.com/beatgammit/base64-js"
"basic-ftp@5.0.5","MIT","https://github.com/patrickjuchli/basic-ftp"
"bcryptjs@2.4.3","MIT","https://github.com/dcodeIO/bcrypt.js"
"big-integer@1.6.52","Unlicense","https://github.com/peterolson/BigInteger.js"
"binary@0.3.0","MIT","https://github.com/substack/node-binary"
"bitmap-sdf@1.0.4","MIT","https://github.com/dfcreative/bitmap-sdf"
"bl@4.1.0","MIT","https://github.com/rvagg/bl"
"bluebird@3.4.7","MIT","https://github.com/petkaantonov/bluebird"
"brace-expansion@1.1.11","MIT","https://github.com/juliangruber/brace-expansion"
"braces@3.0.3","MIT","https://github.com/micromatch/braces"
"buffer-crc32@0.2.13","MIT","https://github.com/brianloveswords/buffer-crc32"
"buffer-equal-constant-time@1.0.1","BSD-3-Clause","https://github.com/goinstant/buffer-equal-constant-time"
"buffer-indexof-polyfill@1.0.2","MIT","https://github.com/sarosia/buffer-indexof-polyfill"
"buffer@6.0.3","MIT","https://github.com/feross/buffer"
"buffers@0.1.1","Custom: http://github.com/substack/node-bufferlist","https://github.com/substack/node-buffers"
"bullmq@5.56.1","MIT","https://github.com/taskforcesh/bullmq"
"bundle-name@4.1.0","MIT","https://github.com/sindresorhus/bundle-name"
"cachedir@2.3.0","MIT","https://github.com/LinusU/node-cachedir"
"call-bind-apply-helpers@1.0.2","MIT","https://github.com/ljharb/call-bind-apply-helpers"
"call-bind@1.0.8","MIT","https://github.com/ljharb/call-bind"
"call-bound@1.0.4","MIT","https://github.com/ljharb/call-bound"
"callsites@3.1.0","MIT","https://github.com/sindresorhus/callsites"
"camel-case@4.1.2","MIT","https://github.com/blakeembrey/change-case"
"caniuse-lite@1.0.30001680","CC-BY-4.0","https://github.com/browserslist/caniuse-lite"
"capital-case@1.0.4","MIT","https://github.com/blakeembrey/change-case"
"cesium@1.129.0","Apache-2.0","https://github.com/CesiumGS/cesium"
"chainsaw@0.1.0","MIT*","https://github.com/substack/node-chainsaw"
"chalk@4.1.2","MIT","https://github.com/chalk/chalk"
"change-case@4.1.2","MIT","https://github.com/blakeembrey/change-case"
"chardet@0.7.0","MIT","https://github.com/runk/node-chardet"
"chevrotain-allstar@0.1.7","MIT","https://github.com/langium/chevrotain-allstar"
"chevrotain@10.4.2","Apache-2.0","https://github.com/Chevrotain/chevrotain"
"chokidar@4.0.3","MIT","https://github.com/paulmillr/chokidar"
"cjs-module-lexer@1.4.1","MIT","https://github.com/nodejs/cjs-module-lexer"
"classnames@2.5.1","MIT","https://github.com/JedWatson/classnames"
"cli-cursor@3.1.0","MIT","https://github.com/sindresorhus/cli-cursor"
"cli-spinners@2.9.2","MIT","https://github.com/sindresorhus/cli-spinners"
"cli-width@3.0.0","ISC","https://github.com/knownasilya/cli-width"
"client-only@0.0.1","MIT",""
"cliui@8.0.1","ISC","https://github.com/yargs/cliui"
"clone@1.0.4","MIT","https://github.com/pvorb/node-clone"
"clsx@2.1.1","MIT","https://github.com/lukeed/clsx"
"cluster-key-slot@1.1.2","Apache-2.0","https://github.com/Salakar/cluster-key-slot"
"code-block-writer@11.0.3","MIT","https://github.com/dsherret/code-block-writer"
"color-convert@2.0.1","MIT","https://github.com/Qix-/color-convert"
"color-name@1.1.4","MIT","https://github.com/colorjs/color-name"
"color-string@1.9.1","MIT","https://github.com/Qix-/color-string"
"color@4.2.3","MIT","https://github.com/Qix-/color"
"colors@1.4.0","MIT","https://github.com/Marak/colors.js"
"combined-stream@1.0.8","MIT","https://github.com/felixge/node-combined-stream"
"commander@8.3.0","MIT","https://github.com/tj/commander.js"
"commitizen@4.3.1","MIT","https://github.com/commitizen/cz-cli"
"commitlint@19.6.0","MIT","https://github.com/conventional-changelog/commitlint"
"compare-func@2.0.0","MIT","https://github.com/stevemao/compare-func"
"compare-versions@4.1.4","MIT","https://github.com/omichelsen/compare-versions"
"compress-commons@4.1.2","MIT","https://github.com/archiverjs/node-compress-commons"
"concat-map@0.0.1","MIT","https://github.com/substack/node-concat-map"
"concurrently@6.5.1","MIT","https://github.com/open-cli-tools/concurrently"
"consola@2.15.3","MIT","https://github.com/nuxt/consola"
"console.table@0.10.0","MIT","https://github.com/bahmutov/console.table"
"constant-case@3.0.4","MIT","https://github.com/blakeembrey/change-case"
"conventional-changelog-angular@7.0.0","ISC","https://github.com/conventional-changelog/conventional-changelog"
"conventional-changelog-conventionalcommits@7.0.2","ISC","https://github.com/conventional-changelog/conventional-changelog"
"conventional-commit-types@3.0.0","ISC","https://github.com/commitizen/conventional-commit-types"
"conventional-commits-parser@5.0.0","MIT","https://github.com/conventional-changelog/conventional-changelog"
"convert-source-map@1.9.0","MIT","https://github.com/thlorenz/convert-source-map"
"cookie@0.7.1","MIT","https://github.com/jshttp/cookie"
"copy-anything@3.0.5","MIT","https://github.com/mesqueeb/copy-anything"
"core-util-is@1.0.3","MIT","https://github.com/isaacs/core-util-is"
"cosmiconfig-typescript-loader@5.1.0","MIT","https://github.com/Codex-/cosmiconfig-typescript-loader"
"cosmiconfig@9.0.0","MIT","https://github.com/cosmiconfig/cosmiconfig"
"crc-32@1.2.2","Apache-2.0","https://github.com/SheetJS/js-crc32"
"crc32-stream@4.0.3","MIT","https://github.com/archiverjs/node-crc32-stream"
"cron-parser@4.9.0","MIT","https://github.com/harrisiirak/cron-parser"
"cross-spawn@7.0.5","MIT","https://github.com/moxystudio/node-cross-spawn"
"csstype@3.1.3","MIT","https://github.com/frenic/csstype"
"cz-conventional-changelog@3.3.0","MIT","https://github.com/commitizen/cz-conventional-changelog"
"damerau-levenshtein@1.0.8","BSD-2-Clause","https://github.com/tad-lispy/node-damerau-levenshtein"
"dargs@8.1.0","MIT","https://github.com/sindresorhus/dargs"
"data-uri-to-buffer@6.0.2","MIT","https://github.com/TooTallNate/proxy-agents"
"data-view-buffer@1.0.2","MIT","https://github.com/inspect-js/data-view-buffer"
"data-view-byte-length@1.0.2","MIT","https://github.com/inspect-js/data-view-byte-length"
"data-view-byte-offset@1.0.1","MIT","https://github.com/inspect-js/data-view-byte-offset"
"date-fns@2.30.0","MIT","https://github.com/date-fns/date-fns"
"dayjs@1.11.13","MIT","https://github.com/iamkun/dayjs"
"debug@4.3.7","MIT","https://github.com/debug-js/debug"
